No.	Title	Link	Authors	Keywords
32	Mutual CRF-GNN for Few-Shot Learning	https://openaccess.thecvf.com/content/CVPR2021/html/Tang_Mutual_CRF-GNN_for_Few-Shot_Learning_CVPR_2021_paper.html	Shixiang Tang, Dapeng Chen, Lei Bai, Kaijian Liu, Yixiao Ge, Wanli Ouyang	
33	DoDNet: Learning To Segment Multi-Organ and Tumors From Multiple Partially Labeled Datasets	https://openaccess.thecvf.com/content/CVPR2021/html/Zhang_DoDNet_Learning_To_Segment_Multi-Organ_and_Tumors_From_Multiple_Partially_CVPR_2021_paper.html	Jianpeng Zhang, Yutong Xie, Yong Xia, Chunhua Shen	
34	3D AffordanceNet: A Benchmark for Visual Object Affordance Understanding	https://openaccess.thecvf.com/content/CVPR2021/html/Deng_3D_AffordanceNet_A_Benchmark_for_Visual_Object_Affordance_Understanding_CVPR_2021_paper.html	Shengheng Deng, Xun Xu, Chaozheng Wu, Ke Chen, Kui Jia	
35	Deep Implicit Templates for 3D Shape Representation	https://openaccess.thecvf.com/content/CVPR2021/html/Zheng_Deep_Implicit_Templates_for_3D_Shape_Representation_CVPR_2021_paper.html	Zerong Zheng, Tao Yu, Qionghai Dai, Yebin Liu	
36	Semi-Supervised Semantic Segmentation With Cross Pseudo Supervision	https://openaccess.thecvf.com/content/CVPR2021/html/Chen_Semi-Supervised_Semantic_Segmentation_With_Cross_Pseudo_Supervision_CVPR_2021_paper.html	Xiaokang Chen, Yuhui Yuan, Gang Zeng, Jingdong Wang	
37	Ranking Neural Checkpoints	https://openaccess.thecvf.com/content/CVPR2021/html/Li_Ranking_Neural_Checkpoints_CVPR_2021_paper.html	Yandong Li, Xuhui Jia, Ruoxin Sang, Yukun Zhu, Bradley Green, Liqiang Wang, Boqing Gong	
38	Divergence Optimization for Noisy Universal Domain Adaptation	https://openaccess.thecvf.com/content/CVPR2021/html/Yu_Divergence_Optimization_for_Noisy_Universal_Domain_Adaptation_CVPR_2021_paper.html	Qing Yu, Atsushi Hashimoto, Yoshitaka Ushiku	
39	Exploring Heterogeneous Clues for Weakly-Supervised Audio-Visual Video Parsing	https://openaccess.thecvf.com/content/CVPR2021/html/Wu_Exploring_Heterogeneous_Clues_for_Weakly-Supervised_Audio-Visual_Video_Parsing_CVPR_2021_paper.html	Yu Wu, Yi Yang	
40	PAUL: Procrustean Autoencoder for Unsupervised Lifting	https://openaccess.thecvf.com/content/CVPR2021/html/Wang_PAUL_Procrustean_Autoencoder_for_Unsupervised_Lifting_CVPR_2021_paper.html	Chaoyang Wang, Simon Lucey	
41	Faster Meta Update Strategy for Noise-Robust Deep Learning	https://openaccess.thecvf.com/content/CVPR2021/html/Xu_Faster_Meta_Update_Strategy_for_Noise-Robust_Deep_Learning_CVPR_2021_paper.html	Youjiang Xu, Linchao Zhu, Lu Jiang, Yi Yang	
42	ContactOpt: Optimizing Contact To Improve Grasps	https://openaccess.thecvf.com/content/CVPR2021/html/Grady_ContactOpt_Optimizing_Contact_To_Improve_Grasps_CVPR_2021_paper.html	Patrick Grady, Chengcheng Tang, Christopher D. Twigg, Minh Vo, Samarth Brahmbhatt, Charles C. Kemp	
43	Source-Free Domain Adaptation for Semantic Segmentation	https://openaccess.thecvf.com/content/CVPR2021/html/Liu_Source-Free_Domain_Adaptation_for_Semantic_Segmentation_CVPR_2021_paper.html	Yuang Liu, Wei Zhang, Jun Wang	
44	Depth From Camera Motion and Object Detection	https://openaccess.thecvf.com/content/CVPR2021/html/Griffin_Depth_From_Camera_Motion_and_Object_Detection_CVPR_2021_paper.html	Brent A. Griffin, Jason J. Corso	
45	PPR10K: A Large-Scale Portrait Photo Retouching Dataset With Human-Region Mask and Group-Level Consistency	https://openaccess.thecvf.com/content/CVPR2021/html/Liang_PPR10K_A_Large-Scale_Portrait_Photo_Retouching_Dataset_With_Human-Region_Mask_CVPR_2021_paper.html	Jie Liang, Hui Zeng, Miaomiao Cui, Xuansong Xie, Lei Zhang	
46	Cyclic Co-Learning of Sounding Object Visual Grounding and Sound Separation	https://openaccess.thecvf.com/content/CVPR2021/html/Tian_Cyclic_Co-Learning_of_Sounding_Object_Visual_Grounding_and_Sound_Separation_CVPR_2021_paper.html	Yapeng Tian, Di Hu, Chenliang Xu	
47	Beyond Static Features for Temporally Consistent 3D Human Pose and Shape From a Video	https://openaccess.thecvf.com/content/CVPR2021/html/Choi_Beyond_Static_Features_for_Temporally_Consistent_3D_Human_Pose_and_CVPR_2021_paper.html	Hongsuk Choi, Gyeongsik Moon, Ju Yong Chang, Kyoung Mu Lee	
48	Continual Semantic Segmentation via Repulsion-Attraction of Sparse and Disentangled Latent Representations	https://openaccess.thecvf.com/content/CVPR2021/html/Michieli_Continual_Semantic_Segmentation_via_Repulsion-Attraction_of_Sparse_and_Disentangled_Latent_CVPR_2021_paper.html	Umberto Michieli, Pietro Zanuttigh	
49	Recorrupted-to-Recorrupted: Unsupervised Deep Learning for Image Denoising	https://openaccess.thecvf.com/content/CVPR2021/html/Pang_Recorrupted-to-Recorrupted_Unsupervised_Deep_Learning_for_Image_Denoising_CVPR_2021_paper.html	Tongyao Pang, Huan Zheng, Yuhui Quan, Hui Ji	
50	Reconsidering Representation Alignment for Multi-View Clustering	https://openaccess.thecvf.com/content/CVPR2021/html/Trosten_Reconsidering_Representation_Alignment_for_Multi-View_Clustering_CVPR_2021_paper.html	Daniel J. Trosten, Sigurd Lokse, Robert Jenssen, Michael Kampffmeyer	
51	TransFill: Reference-Guided Image Inpainting by Merging Multiple Color and Spatial Transformations	https://openaccess.thecvf.com/content/CVPR2021/html/Zhou_TransFill_Reference-Guided_Image_Inpainting_by_Merging_Multiple_Color_and_Spatial_CVPR_2021_paper.html	Yuqian Zhou, Connelly Barnes, Eli Shechtman, Sohrab Amirghodsi	
52	Bi-GCN: Binary Graph Convolutional Network	https://openaccess.thecvf.com/content/CVPR2021/html/Wang_Bi-GCN_Binary_Graph_Convolutional_Network_CVPR_2021_paper.html	Junfu Wang, Yunhong Wang, Zhen Yang, Liang Yang, Yuanfang Guo	
53	Iterative Filter Adaptive Network for Single Image Defocus Deblurring	https://openaccess.thecvf.com/content/CVPR2021/html/Lee_Iterative_Filter_Adaptive_Network_for_Single_Image_Defocus_Deblurring_CVPR_2021_paper.html	Junyong Lee, Hyeongseok Son, Jaesung Rim, Sunghyun Cho, Seungyong Lee	
54	UPFlow: Upsampling Pyramid for Unsupervised Optical Flow Learning	https://openaccess.thecvf.com/content/CVPR2021/html/Luo_UPFlow_Upsampling_Pyramid_for_Unsupervised_Optical_Flow_Learning_CVPR_2021_paper.html	Kunming Luo, Chuan Wang, Shuaicheng Liu, Haoqiang Fan, Jue Wang, Jian Sun	
55	OTA: Optimal Transport Assignment for Object Detection	https://openaccess.thecvf.com/content/CVPR2021/html/Ge_OTA_Optimal_Transport_Assignment_for_Object_Detection_CVPR_2021_paper.html	Zheng Ge, Songtao Liu, Zeming Li, Osamu Yoshie, Jian Sun	
56	Skeleton Merger: An Unsupervised Aligned Keypoint Detector	https://openaccess.thecvf.com/content/CVPR2021/html/Shi_Skeleton_Merger_An_Unsupervised_Aligned_Keypoint_Detector_CVPR_2021_paper.html	Ruoxi Shi, Zhengrong Xue, Yang You, Cewu Lu	
57	Semi-Supervised Semantic Segmentation With Directional Context-Aware Consistency	https://openaccess.thecvf.com/content/CVPR2021/html/Lai_Semi-Supervised_Semantic_Segmentation_With_Directional_Context-Aware_Consistency_CVPR_2021_paper.html	Xin Lai, Zhuotao Tian, Li Jiang, Shu Liu, Hengshuang Zhao, Liwei Wang, Jiaya Jia	
58	Incremental Few-Shot Instance Segmentation	https://openaccess.thecvf.com/content/CVPR2021/html/Ganea_Incremental_Few-Shot_Instance_Segmentation_CVPR_2021_paper.html	Dan Andrei Ganea, Bas Boom, Ronald Poppe	
59	Mining Better Samples for Contrastive Learning of Temporal Correspondence	https://openaccess.thecvf.com/content/CVPR2021/html/Jeon_Mining_Better_Samples_for_Contrastive_Learning_of_Temporal_Correspondence_CVPR_2021_paper.html	Sangryul Jeon, Dongbo Min, Seungryong Kim, Kwanghoon Sohn	
60	Exemplar-Based Open-Set Panoptic Segmentation Network	https://openaccess.thecvf.com/content/CVPR2021/html/Hwang_Exemplar-Based_Open-Set_Panoptic_Segmentation_Network_CVPR_2021_paper.html	Jaedong Hwang, Seoung Wug Oh, Joon-Young Lee, Bohyung Han	
61	Learning Deep Classifiers Consistent With Fine-Grained Novelty Detection	https://openaccess.thecvf.com/content/CVPR2021/html/Cheng_Learning_Deep_Classifiers_Consistent_With_Fine-Grained_Novelty_Detection_CVPR_2021_paper.html	Jiacheng Cheng, Nuno Vasconcelos	
62	SAIL-VOS 3D: A Synthetic Dataset and Baselines for Object Detection and 3D Mesh Reconstruction From Video Data	https://openaccess.thecvf.com/content/CVPR2021/html/Hu_SAIL-VOS_3D_A_Synthetic_Dataset_and_Baselines_for_Object_Detection_CVPR_2021_paper.html	Yuan-Ting Hu, Jiahong Wang, Raymond A. Yeh, Alexander G. Schwing	
63	Deep RGB-D Saliency Detection With Depth-Sensitive Attention and Automatic Multi-Modal Fusion	https://openaccess.thecvf.com/content/CVPR2021/html/Sun_Deep_RGB-D_Saliency_Detection_With_Depth-Sensitive_Attention_and_Automatic_Multi-Modal_CVPR_2021_paper.html	Peng Sun, Wenhu Zhang, Huanyu Wang, Songyuan Li, Xi Li	
64	Understanding the Behaviour of Contrastive Loss	https://openaccess.thecvf.com/content/CVPR2021/html/Wang_Understanding_the_Behaviour_of_Contrastive_Loss_CVPR_2021_paper.html	Feng Wang, Huaping Liu	
65	Dual Contradistinctive Generative Autoencoder	https://openaccess.thecvf.com/content/CVPR2021/html/Parmar_Dual_Contradistinctive_Generative_Autoencoder_CVPR_2021_paper.html	Gaurav Parmar, Dacheng Li, Kwonjoon Lee, Zhuowen Tu	
66	Semantic-Aware Video Text Detection	https://openaccess.thecvf.com/content/CVPR2021/html/Feng_Semantic-Aware_Video_Text_Detection_CVPR_2021_paper.html	Wei Feng, Fei Yin, Xu-Yao Zhang, Cheng-Lin Liu	
67	Image Change Captioning by Learning From an Auxiliary Task	https://openaccess.thecvf.com/content/CVPR2021/html/Hosseinzadeh_Image_Change_Captioning_by_Learning_From_an_Auxiliary_Task_CVPR_2021_paper.html	Mehrdad Hosseinzadeh, Yang Wang	
68	FVC: A New Framework Towards Deep Video Compression in Feature Space	https://openaccess.thecvf.com/content/CVPR2021/html/Hu_FVC_A_New_Framework_Towards_Deep_Video_Compression_in_Feature_CVPR_2021_paper.html	Zhihao Hu, Guo Lu, Dong Xu	
69	Exponential Moving Average Normalization for Self-Supervised and Semi-Supervised Learning	https://openaccess.thecvf.com/content/CVPR2021/html/Cai_Exponential_Moving_Average_Normalization_for_Self-Supervised_and_Semi-Supervised_Learning_CVPR_2021_paper.html	Zhaowei Cai, Avinash Ravichandran, Subhransu Maji, Charless Fowlkes, Zhuowen Tu, Stefano Soatto	
70	Controllable Image Restoration for Under-Display Camera in Smartphones	https://openaccess.thecvf.com/content/CVPR2021/html/Kwon_Controllable_Image_Restoration_for_Under-Display_Camera_in_Smartphones_CVPR_2021_paper.html	Kinam Kwon, Eunhee Kang, Sangwon Lee, Su-Jin Lee, Hyong-Euk Lee, ByungIn Yoo, Jae-Joon Han	
71	Farewell to Mutual Information: Variational Distillation for Cross-Modal Person Re-Identification	https://openaccess.thecvf.com/content/CVPR2021/html/Tian_Farewell_to_Mutual_Information_Variational_Distillation_for_Cross-Modal_Person_Re-Identification_CVPR_2021_paper.html	Xudong Tian, Zhizhong Zhang, Shaohui Lin, Yanyun Qu, Yuan Xie, Lizhuang Ma	
72	LipSync3D: Data-Efficient Learning of Personalized 3D Talking Faces From Video Using Pose and Lighting Normalization	https://openaccess.thecvf.com/content/CVPR2021/html/Lahiri_LipSync3D_Data-Efficient_Learning_of_Personalized_3D_Talking_Faces_From_Video_CVPR_2021_paper.html	Avisek Lahiri, Vivek Kwatra, Christian Frueh, John Lewis, Chris Bregler	
73	Quasi-Dense Similarity Learning for Multiple Object Tracking	https://openaccess.thecvf.com/content/CVPR2021/html/Pang_Quasi-Dense_Similarity_Learning_for_Multiple_Object_Tracking_CVPR_2021_paper.html	Jiangmiao Pang, Linlu Qiu, Xia Li, Haofeng Chen, Qi Li, Trevor Darrell, Fisher Yu	
74	Distilling Object Detectors via Decoupled Features	https://openaccess.thecvf.com/content/CVPR2021/html/Guo_Distilling_Object_Detectors_via_Decoupled_Features_CVPR_2021_paper.html	Jianyuan Guo, Kai Han, Yunhe Wang, Han Wu, Xinghao Chen, Chunjing Xu, Chang Xu	
75	Roof-GAN: Learning To Generate Roof Geometry and Relations for Residential Houses	https://openaccess.thecvf.com/content/CVPR2021/html/Qian_Roof-GAN_Learning_To_Generate_Roof_Geometry_and_Relations_for_Residential_CVPR_2021_paper.html	Yiming Qian, Hao Zhang, Yasutaka Furukawa	
76	NetAdaptV2: Efficient Neural Architecture Search With Fast Super-Network Training and Architecture Optimization	https://openaccess.thecvf.com/content/CVPR2021/html/Yang_NetAdaptV2_Efficient_Neural_Architecture_Search_With_Fast_Super-Network_Training_and_CVPR_2021_paper.html	Tien-Ju Yang, Yi-Lun Liao, Vivienne Sze	
77	PhD Learning: Learning With Pompeiu-Hausdorff Distances for Video-Based Vehicle Re-Identification	https://openaccess.thecvf.com/content/CVPR2021/html/Zhao_PhD_Learning_Learning_With_Pompeiu-Hausdorff_Distances_for_Video-Based_Vehicle_Re-Identification_CVPR_2021_paper.html	Jianan Zhao, Fengliang Qi, Guangyu Ren, Lin Xu	
78	KeepAugment: A Simple Information-Preserving Data Augmentation Approach	https://openaccess.thecvf.com/content/CVPR2021/html/Gong_KeepAugment_A_Simple_Information-Preserving_Data_Augmentation_Approach_CVPR_2021_paper.html	Chengyue Gong, Dilin Wang, Meng Li, Vikas Chandra, Qiang Liu	
79	Reinforced Attention for Few-Shot Learning and Beyond	https://openaccess.thecvf.com/content/CVPR2021/html/Hong_Reinforced_Attention_for_Few-Shot_Learning_and_Beyond_CVPR_2021_paper.html	Jie Hong, Pengfei Fang, Weihao Li, Tong Zhang, Christian Simon, Mehrtash Harandi, Lars Petersson	
80	HOTR: End-to-End Human-Object Interaction Detection With Transformers	https://openaccess.thecvf.com/content/CVPR2021/html/Kim_HOTR_End-to-End_Human-Object_Interaction_Detection_With_Transformers_CVPR_2021_paper.html	Bumsoo Kim, Junhyun Lee, Jaewoo Kang, Eun-Sol Kim, Hyunwoo J. Kim	
81	Triple-Cooperative Video Shadow Detection	https://openaccess.thecvf.com/content/CVPR2021/html/Chen_Triple-Cooperative_Video_Shadow_Detection_CVPR_2021_paper.html	Zhihao Chen, Liang Wan, Lei Zhu, Jia Shen, Huazhu Fu, Wennan Liu, Jing Qin	
82	Automated Log-Scale Quantization for Low-Cost Deep Neural Networks	https://openaccess.thecvf.com/content/CVPR2021/html/Oh_Automated_Log-Scale_Quantization_for_Low-Cost_Deep_Neural_Networks_CVPR_2021_paper.html	Sangyun Oh, Hyeonuk Sim, Sugil Lee, Jongeun Lee	
83	Positive-Unlabeled Data Purification in the Wild for Object Detection	https://openaccess.thecvf.com/content/CVPR2021/html/Guo_Positive-Unlabeled_Data_Purification_in_the_Wild_for_Object_Detection_CVPR_2021_paper.html	Jianyuan Guo, Kai Han, Han Wu, Chao Zhang, Xinghao Chen, Chunjing Xu, Chang Xu, Yunhe Wang	
84	ArtFlow: Unbiased Image Style Transfer via Reversible Neural Flows	https://openaccess.thecvf.com/content/CVPR2021/html/An_ArtFlow_Unbiased_Image_Style_Transfer_via_Reversible_Neural_Flows_CVPR_2021_paper.html	Jie An, Siyu Huang, Yibing Song, Dejing Dou, Wei Liu, Jiebo Luo	
85	Zillow Indoor Dataset: Annotated Floor Plans With 360deg Panoramas and 3D Room Layouts	https://openaccess.thecvf.com/content/CVPR2021/html/Cruz_Zillow_Indoor_Dataset_Annotated_Floor_Plans_With_360deg_Panoramas_and_CVPR_2021_paper.html	Steve Cruz, Will Hutchcroft, Yuguang Li, Naji Khosravan, Ivaylo Boyadzhiev, Sing Bing Kang	
86	Achieving Robustness in Classification Using Optimal Transport With Hinge Regularization	https://openaccess.thecvf.com/content/CVPR2021/html/Serrurier_Achieving_Robustness_in_Classification_Using_Optimal_Transport_With_Hinge_Regularization_CVPR_2021_paper.html	Mathieu Serrurier, Franck Mamalet, Alberto Gonzalez-Sanz, Thibaut Boissin, Jean-Michel Loubes, Eustasio del Barrio	
87	Hyper-LifelongGAN: Scalable Lifelong Learning for Image Conditioned Generation	https://openaccess.thecvf.com/content/CVPR2021/html/Zhai_Hyper-LifelongGAN_Scalable_Lifelong_Learning_for_Image_Conditioned_Generation_CVPR_2021_paper.html	Mengyao Zhai, Lei Chen, Greg Mori	
88	CoSMo: Content-Style Modulation for Image Retrieval With Text Feedback	https://openaccess.thecvf.com/content/CVPR2021/html/Lee_CoSMo_Content-Style_Modulation_for_Image_Retrieval_With_Text_Feedback_CVPR_2021_paper.html	Seungmin Lee, Dongwan Kim, Bohyung Han	
89	Temporal Context Aggregation Network for Temporal Action Proposal Refinement	https://openaccess.thecvf.com/content/CVPR2021/html/Qing_Temporal_Context_Aggregation_Network_for_Temporal_Action_Proposal_Refinement_CVPR_2021_paper.html	Zhiwu Qing, Haisheng Su, Weihao Gan, Dongliang Wang, Wei Wu, Xiang Wang, Yu Qiao, Junjie Yan, Changxin Gao, Nong Sang	
90	GANmut: Learning Interpretable Conditional Space for Gamut of Emotions	https://openaccess.thecvf.com/content/CVPR2021/html/dApolito_GANmut_Learning_Interpretable_Conditional_Space_for_Gamut_of_Emotions_CVPR_2021_paper.html	Stefano d'Apolito, Danda Pani Paudel, Zhiwu Huang, Andres Romero, Luc Van Gool	
91	Mixed-Privacy Forgetting in Deep Networks	https://openaccess.thecvf.com/content/CVPR2021/html/Golatkar_Mixed-Privacy_Forgetting_in_Deep_Networks_CVPR_2021_paper.html	Aditya Golatkar, Alessandro Achille, Avinash Ravichandran, Marzia Polito, Stefano Soatto	
92	TediGAN: Text-Guided Diverse Face Image Generation and Manipulation	https://openaccess.thecvf.com/content/CVPR2021/html/Xia_TediGAN_Text-Guided_Diverse_Face_Image_Generation_and_Manipulation_CVPR_2021_paper.html	Weihao Xia, Yujiu Yang, Jing-Hao Xue, Baoyuan Wu	
