No.	Title	Link	Authors	Keywords
22	Submodular Maximization subject to a Knapsack Constraint: Combinatorial Algorithms with Near-optimal Adaptive Complexity	https://proceedings.mlr.press/v139/amanatidis21a.html	Georgios Amanatidis, Federico Fusco, Philip Lazos, Stefano Leonardi, Alberto Marchetti-Spaccamela, Rebecca Reiffenhäuser	
23	Safe Reinforcement Learning with Linear Function Approximation	https://proceedings.mlr.press/v139/amani21a.html	Sanae Amani, Christos Thrampoulidis, Lin Yang	
24	Automatic variational inference with cascading flows	https://proceedings.mlr.press/v139/ambrogioni21a.html	Luca Ambrogioni, Gianluigi Silvestri, Marcel van Gerven	
25	Sparse Bayesian Learning via Stepwise Regression	https://proceedings.mlr.press/v139/ament21a.html	Sebastian E. Ament, Carla P. Gomes	
26	Locally Persistent Exploration in Continuous Control Tasks with Sparse Rewards	https://proceedings.mlr.press/v139/amin21a.html	Susan Amin, Maziar Gomrokchi, Hossein Aboutalebi, Harsh Satija, Doina Precup	
27	Preferential Temporal Difference Learning	https://proceedings.mlr.press/v139/anand21a.html	Nishanth V. Anand, Doina Precup	
28	Unitary Branching Programs: Learnability and Lower Bounds	https://proceedings.mlr.press/v139/andino21a.html	Fidel Ernesto Diaz Andino, Maria Kokkou, Mateus De Oliveira Oliveira, Farhad Vadiee	
29	The Logical Options Framework	https://proceedings.mlr.press/v139/araki21a.html	Brandon Araki, Xiao Li, Kiran Vodrahalli, Jonathan Decastro, Micah Fry, Daniela Rus	
30	Annealed Flow Transport Monte Carlo	https://proceedings.mlr.press/v139/arbel21a.html	Michael Arbel, Alex Matthews, Arnaud Doucet	
31	Permutation Weighting	https://proceedings.mlr.press/v139/arbour21a.html	David Arbour, Drew Dimmery, Arjun Sondhi	
32	Analyzing the tree-layer structure of Deep Forests	https://proceedings.mlr.press/v139/arnould21a.html	Ludovic Arnould, Claire Boyer, Erwan Scornet	
33	Dropout: Explicit Forms and Capacity Control	https://proceedings.mlr.press/v139/arora21a.html	Raman Arora, Peter Bartlett, Poorya Mianjy, Nathan Srebro	
34	Tighter Bounds on the Log Marginal Likelihood of Gaussian Process Regression Using Conjugate Gradients	https://proceedings.mlr.press/v139/artemev21a.html	Artem Artemev, David R. Burt, Mark van der Wilk	
35	Deciding What to Learn: A Rate-Distortion Approach	https://proceedings.mlr.press/v139/arumugam21a.html	Dilip Arumugam, Benjamin Van Roy	
36	Private Adaptive Gradient Methods for Convex Optimization	https://proceedings.mlr.press/v139/asi21a.html	Hilal Asi, John Duchi, Alireza Fallah, Omid Javidbakht, Kunal Talwar	
37	Private Stochastic Convex Optimization: Optimal Rates in L1 Geometry	https://proceedings.mlr.press/v139/asi21b.html	Hilal Asi, Vitaly Feldman, Tomer Koren, Kunal Talwar	
38	Combinatorial Blocking Bandits with Stochastic Delays	https://proceedings.mlr.press/v139/atsidakou21a.html	Alexia Atsidakou, Orestis Papadigenopoulos, Soumya Basu, Constantine Caramanis, Sanjay Shakkottai	
39	Dichotomous Optimistic Search to Quantify Human Perception	https://proceedings.mlr.press/v139/audiffren21a.html	Julien Audiffren	
40	Federated Learning under Arbitrary Communication Patterns	https://proceedings.mlr.press/v139/avdiukhin21a.html	Dmitrii Avdiukhin, Shiva Kasiviswanathan	
41	Asynchronous Distributed Learning : Adapting to Gradient Delays without Prior Knowledge	https://proceedings.mlr.press/v139/aviv21a.html	Rotem Zamir Aviv, Ido Hakimi, Assaf Schuster, Kfir Yehuda Levy	
42	Decomposable Submodular Function Minimization via Maximum Flow	https://proceedings.mlr.press/v139/axiotis21a.html	Kyriakos Axiotis, Adam Karczmarz, Anish Mukherjee, Piotr Sankowski, Adrian Vladu	
43	Differentially Private Query Release Through Adaptive Projection	https://proceedings.mlr.press/v139/aydore21a.html	Sergul Aydore, William Brown, Michael Kearns, Krishnaram Kenthapadi, Luca Melis, Aaron Roth, Ankit A. Siva	
44	On the Implicit Bias of Initialization Shape: Beyond Infinitesimal Mirror Descent	https://proceedings.mlr.press/v139/azulay21a.html	Shahar Azulay, Edward Moroshko, Mor Shpigel Nacson, Blake E Woodworth, Nathan Srebro, Amir Globerson, Daniel Soudry	
45	On-Off Center-Surround Receptive Fields for Accurate and Robust Image Classification	https://proceedings.mlr.press/v139/babaiee21a.html	Zahra Babaiee, Ramin Hasani, Mathias Lechner, Daniela Rus, Radu Grosu	
46	Uniform Convergence, Adversarial Spheres and a Simple Remedy	https://proceedings.mlr.press/v139/bachmann21a.html	Gregor Bachmann, Seyed-Mohsen Moosavi-Dezfooli, Thomas Hofmann	
47	Faster Kernel Matrix Algebra via Density Estimation	https://proceedings.mlr.press/v139/backurs21a.html	Arturs Backurs, Piotr Indyk, Cameron Musco, Tal Wagner	
48	Robust Reinforcement Learning using Least Squares Policy Iteration with Provable Performance Guarantees	https://proceedings.mlr.press/v139/badrinath21a.html	Kishan Panaganti Badrinath, Dileep Kalathil	
49	Skill Discovery for Exploration and Planning using Deep Skill Graphs	https://proceedings.mlr.press/v139/bagaria21a.html	Akhil Bagaria, Jason K Senthil, George Konidaris	
50	Locally Adaptive Label Smoothing Improves Predictive Churn	https://proceedings.mlr.press/v139/bahri21a.html	Dara Bahri, Heinrich Jiang	
51	How Important is the Train-Validation Split in Meta-Learning?	https://proceedings.mlr.press/v139/bai21a.html	Yu Bai, Minshuo Chen, Pan Zhou, Tuo Zhao, Jason Lee, Sham Kakade, Huan Wang, Caiming Xiong	
52	Stabilizing Equilibrium Models by Jacobian Regularization	https://proceedings.mlr.press/v139/bai21b.html	Shaojie Bai, Vladlen Koltun, Zico Kolter	
53	Don’t Just Blame Over-parametrization for Over-confidence: Theoretical Analysis of Calibration in Binary Classification	https://proceedings.mlr.press/v139/bai21c.html	Yu Bai, Song Mei, Huan Wang, Caiming Xiong	
54	Principled Exploration via Optimistic Bootstrapping and Backward Induction	https://proceedings.mlr.press/v139/bai21d.html	Chenjia Bai, Lingxiao Wang, Lei Han, Jianye Hao, Animesh Garg, Peng Liu, Zhaoran Wang	
55	GLSearch: Maximum Common Subgraph Detection via Learning to Search	https://proceedings.mlr.press/v139/bai21e.html	Yunsheng Bai, Derek Xu, Yizhou Sun, Wei Wang	
56	Breaking the Limits of Message Passing Graph Neural Networks	https://proceedings.mlr.press/v139/balcilar21a.html	Muhammet Balcilar, Pierre Heroux, Benoit Gauzere, Pascal Vasseur, Sebastien Adam, Paul Honeine	
57	Instance Specific Approximations for Submodular Maximization	https://proceedings.mlr.press/v139/balkanski21a.html	Eric Balkanski, Sharon Qian, Yaron Singer	
58	Augmented World Models Facilitate Zero-Shot Dynamics Generalization From a Single Offline Environment	https://proceedings.mlr.press/v139/ball21a.html	Philip J Ball, Cong Lu, Jack Parker-Holder, Stephen Roberts	
59	Regularized Online Allocation Problems: Fairness and Beyond	https://proceedings.mlr.press/v139/balseiro21a.html	Santiago Balseiro, Haihao Lu, Vahab Mirrokni	
60	Predict then Interpolate: A Simple Algorithm to Learn Stable Classifiers	https://proceedings.mlr.press/v139/bao21a.html	Yujia Bao, Shiyu Chang, Regina Barzilay	
61	Variational (Gradient) Estimate of the Score Function in Energy-based Latent Variable Models	https://proceedings.mlr.press/v139/bao21b.html	Fan Bao, Kun Xu, Chongxuan Li, Lanqing Hong, Jun Zhu, Bo Zhang	
62	Compositional Video Synthesis with Action Graphs	https://proceedings.mlr.press/v139/bar21a.html	Amir Bar, Roei Herzig, Xiaolong Wang, Anna Rohrbach, Gal Chechik, Trevor Darrell, Amir Globerson	
63	Approximating a Distribution Using Weight Queries	https://proceedings.mlr.press/v139/barak21a.html	Nadav Barak, Sivan Sabato	
64	Graph Convolution for Semi-Supervised Classification: Improved Linear Separability and Out-of-Distribution Generalization	https://proceedings.mlr.press/v139/baranwal21a.html	Aseem Baranwal, Kimon Fountoulakis, Aukosh Jagannath	
65	Training Quantized Neural Networks to Global Optimality via Semidefinite Programming	https://proceedings.mlr.press/v139/bartan21a.html	Burak Bartan, Mert Pilanci	
66	Beyond/lo/g/2/(T)/l/regret for decentralized bandits in matching markets	https://proceedings.mlr.press/v139/basu21a.html	Soumya Basu, Karthik Abinav Sankararaman, Abishek Sankararaman	
67	Optimal Thompson Sampling strategies for support-aware CVaR bandits	https://proceedings.mlr.press/v139/baudry21a.html	Dorian Baudry, Romain Gautron, Emilie Kaufmann, Odalric Maillard	
68	On Limited-Memory Subsampling Strategies for Bandits	https://proceedings.mlr.press/v139/baudry21b.html	Dorian Baudry, Yoan Russac, Olivier Cappé	
69	Generalized Doubly Reparameterized Gradient Estimators	https://proceedings.mlr.press/v139/bauer21a.html	Matthias Bauer, Andriy Mnih	
70	Directional Graph Networks	https://proceedings.mlr.press/v139/beani21a.html	Dominique Beani, Saro Passaro, Vincent Létourneau, Will Hamilton, Gabriele Corso, Pietro Lió	
71	Policy Analysis using Synthetic Controls in Continuous-Time	https://proceedings.mlr.press/v139/bellot21a.html	Alexis Bellot, Mihaela van der Schaar	
72	Loss Surface Simplexes for Mode Connecting Volumes and Fast Ensembling	https://proceedings.mlr.press/v139/benton21a.html	Gregory Benton, Wesley Maddox, Sanae Lotfi, Andrew Gordon Gordon Wilson	
73	TFix: Learning to Fix Coding Errors with a Text-to-Text Transformer	https://proceedings.mlr.press/v139/berabi21a.html	Berkay Berabi, Jingxuan He, Veselin Raychev, Martin Vechev	
74	Learning Queueing Policies for Organ Transplantation Allocation using Interpretable Counterfactual Survival Analysis	https://proceedings.mlr.press/v139/berrevoets21a.html	Jeroen Berrevoets, Ahmed Alaa, Zhaozhi Qian, James Jordon, Alexander E. S. Gimson, Mihaela van der Schaar	
75	Learning from Biased Data: A Semi-Parametric Approach	https://proceedings.mlr.press/v139/bertail21a.html	Patrice Bertail, Stephan Clémençon, Yannick Guyonvarch, Nathan Noiry	
76	Is Space-Time Attention All You Need for Video Understanding?	https://proceedings.mlr.press/v139/bertasius21a.html	Gedas Bertasius, Heng Wang, Lorenzo Torresani	
77	Confidence Scores Make Instance-dependent Label-noise Learning Possible	https://proceedings.mlr.press/v139/berthon21a.html	Antonin Berthon, Bo Han, Gang Niu, Tongliang Liu, Masashi Sugiyama	
78	Size-Invariant Graph Representations for Graph Classification Extrapolations	https://proceedings.mlr.press/v139/bevilacqua21a.html	Beatrice Bevilacqua, Yangze Zhou, Bruno Ribeiro	
79	Principal Bit Analysis: Autoencoding with Schur-Concave Loss	https://proceedings.mlr.press/v139/bhadane21a.html	Sourbh Bhadane, Aaron B Wagner, Jayadev Acharya	
80	Lower Bounds on Cross-Entropy Loss in the Presence of Test-time Adversaries	https://proceedings.mlr.press/v139/bhagoji21a.html	Arjun Nitin Bhagoji, Daniel Cullina, Vikash Sehwag, Prateek Mittal	
81	Additive Error Guarantees for Weighted Low Rank Approximation	https://proceedings.mlr.press/v139/bhaskara21a.html	Aditya Bhaskara, Aravinda Kanchana Ruwanpathirana, Maheshakya Wijewardena	
82	Sample Complexity of Robust Linear Classification on Separated Data	https://proceedings.mlr.press/v139/bhattacharjee21a.html	Robi Bhattacharjee, Somesh Jha, Kamalika Chaudhuri	
83	Finding k in Latent/k−/k/polytope	https://proceedings.mlr.press/v139/bhattacharyya21a.html	Chiranjib Bhattacharyya, Ravindran Kannan, Amit Kumar	
84	Non-Autoregressive Electron Redistribution Modeling for Reaction Prediction	https://proceedings.mlr.press/v139/bi21a.html	Hangrui Bi, Hengyi Wang, Chence Shi, Connor Coley, Jian Tang, Hongyu Guo	
85	TempoRL: Learning When to Act	https://proceedings.mlr.press/v139/biedenkapp21a.html	André Biedenkapp, Raghu Rajan, Frank Hutter, Marius Lindauer	
86	Follow-the-Regularized-Leader Routes to Chaos in Routing Games	https://proceedings.mlr.press/v139/bielawski21a.html	Jakub Bielawski, Thiparat Chotibut, Fryderyk Falniowski, Grzegorz Kosiorowski, Michał Misiurewicz, Georgios Piliouras	
87	Neural Symbolic Regression that scales	https://proceedings.mlr.press/v139/biggio21a.html	Luca Biggio, Tommaso Bendinelli, Alexander Neitz, Aurelien Lucchi, Giambattista Parascandolo	
88	Model Distillation for Revenue Optimization: Interpretable Personalized Pricing	https://proceedings.mlr.press/v139/biggs21a.html	Max Biggs, Wei Sun, Markus Ettl	
89	Scalable Normalizing Flows for Permutation Invariant Densities	https://proceedings.mlr.press/v139/bilos21a.html	Marin Biloš, Stephan Günnemann	
90	Online Learning for Load Balancing of Unknown Monotone Resource Allocation Games	https://proceedings.mlr.press/v139/bistritz21a.html	Ilai Bistritz, Nicholas Bambos	
91	Low-Precision Reinforcement Learning: Running Soft Actor-Critic in Half Precision	https://proceedings.mlr.press/v139/bjorck21a.html	Johan Björck, Xiangyu Chen, Christopher De Sa, Carla P Gomes, Kilian Weinberger	
92	Multiplying Matrices Without Multiplying	https://proceedings.mlr.press/v139/blalock21a.html	Davis Blalock, John Guttag	
93	One for One, or All for All: Equilibria and Optimality of Collaboration in Federated Learning	https://proceedings.mlr.press/v139/blum21a.html	Avrim Blum, Nika Haghtalab, Richard Lanas Phillips, Han Shao	
94	Black-box density function estimation using recursive partitioning	https://proceedings.mlr.press/v139/bodin21a.html	Erik Bodin, Zhenwen Dai, Neill Campbell, Carl Henrik Ek	
95	Weisfeiler and Lehman Go Topological: Message Passing Simplicial Networks	https://proceedings.mlr.press/v139/bodnar21a.html	Cristian Bodnar, Fabrizio Frasca, Yuguang Wang, Nina Otter, Guido F Montufar, Pietro Lió, Michael Bronstein	
96	The Hintons in your Neural Network: a Quantum Field Theory View of Deep Learning	https://proceedings.mlr.press/v139/bondesan21a.html	Roberto Bondesan, Max Welling	
97	Offline Contextual Bandits with Overparameterized Models	https://proceedings.mlr.press/v139/brandfonbrener21a.html	David Brandfonbrener, William Whitney, Rajesh Ranganath, Joan Bruna	
98	High-Performance Large-Scale Image Recognition Without Normalization	https://proceedings.mlr.press/v139/brock21a.html	Andy Brock, Soham De, Samuel L Smith, Karen Simonyan	
99	Evaluating the Implicit Midpoint Integrator for Riemannian Hamiltonian Monte Carlo	https://proceedings.mlr.press/v139/brofos21a.html	James Brofos, Roy R Lederman	
100	Reinforcement Learning of Implicit and Explicit Control Flow Instructions	https://proceedings.mlr.press/v139/brooks21a.html	Ethan Brooks, Janarthanan Rajendran, Richard L Lewis, Satinder Singh	
101	Machine Unlearning for Random Forests	https://proceedings.mlr.press/v139/brophy21a.html	Jonathan Brophy, Daniel Lowd	
102	Value Alignment Verification	https://proceedings.mlr.press/v139/brown21a.html	Daniel S Brown, Jordan Schneider, Anca Dragan, Scott Niekum	
103	Model-Free and Model-Based Policy Evaluation when Causality is Uncertain	https://proceedings.mlr.press/v139/bruns-smith21a.html	David A Bruns-Smith	
104	Narrow Margins: Classification, Margins and Fat Tails	https://proceedings.mlr.press/v139/buet-golfouse21a.html	Francois Buet-Golfouse	
105	Differentially Private Correlation Clustering	https://proceedings.mlr.press/v139/bun21a.html	Mark Bun, Marek Elias, Janardhan Kulkarni	
106	Disambiguation of Weak Supervision leading to Exponential Convergence rates	https://proceedings.mlr.press/v139/cabannnes21a.html	Vivien A Cabannnes, Francis Bach, Alessandro Rudi	
107	Finite mixture models do not reliably learn the number of components	https://proceedings.mlr.press/v139/cai21a.html	Diana Cai, Trevor Campbell, Tamara Broderick	
108	A Theory of Label Propagation for Subpopulation Shift	https://proceedings.mlr.press/v139/cai21b.html	Tianle Cai, Ruiqi Gao, Jason Lee, Qi Lei	
109	Lenient Regret and Good-Action Identification in Gaussian Process Bandits	https://proceedings.mlr.press/v139/cai21c.html	Xu Cai, Selwyn Gomes, Jonathan Scarlett	
110	A Zeroth-Order Block Coordinate Descent Algorithm for Huge-Scale Black-Box Optimization	https://proceedings.mlr.press/v139/cai21d.html	Hanqin Cai, Yuchen Lou, Daniel Mckenzie, Wotao Yin	
111	GraphNorm: A Principled Approach to Accelerating Graph Neural Network Training	https://proceedings.mlr.press/v139/cai21e.html	Tianle Cai, Shengjie Luo, Keyulu Xu, Di He, Tie-Yan Liu, Liwei Wang	
112	On Lower Bounds for Standard and Robust Gaussian Process Bandit Optimization	https://proceedings.mlr.press/v139/cai21f.html	Xu Cai, Jonathan Scarlett	
113	High-dimensional Experimental Design and Kernel Bandits	https://proceedings.mlr.press/v139/camilleri21a.html	Romain Camilleri, Kevin Jamieson, Julian Katz-Samuels	
114	A Gradient Based Strategy for Hamiltonian Monte Carlo Hyperparameter Optimization	https://proceedings.mlr.press/v139/campbell21a.html	Andrew Campbell, Wenlong Chen, Vincent Stimper, Jose Miguel Hernandez-Lobato, Yichuan Zhang	
115	Asymmetric Heavy Tails and Implicit Bias in Gaussian Noise Injections	https://proceedings.mlr.press/v139/camuto21a.html	Alexander Camuto, Xiaoyu Wang, Lingjiong Zhu, Chris Holmes, Mert Gurbuzbalaban, Umut Simsekli	
116	Fold2Seq: A Joint Sequence(1D)-Fold(3D) Embedding-based Generative Model for Protein Design	https://proceedings.mlr.press/v139/cao21a.html	Yue Cao, Payel Das, Vijil Chenthamarakshan, Pin-Yu Chen, Igor Melnyk, Yang Shen	
117	Learning from Similarity-Confidence Data	https://proceedings.mlr.press/v139/cao21b.html	Yuzhou Cao, Lei Feng, Yitian Xu, Bo An, Gang Niu, Masashi Sugiyama	
118	Parameter-free Locally Accelerated Conditional Gradients	https://proceedings.mlr.press/v139/carderera21a.html	Alejandro Carderera, Jelena Diakonikolas, Cheuk Yin Lin, Sebastian Pokutta	
119	Optimizing persistent homology based functions	https://proceedings.mlr.press/v139/carriere21a.html	Mathieu Carriere, Frederic Chazal, Marc Glisse, Yuichi Ike, Hariprasad Kannan, Yuhei Umeda	
120	Online Policy Gradient for Model Free Learning of Linear Quadratic Regulators with \sqrt/\sqrt/T Regret	https://proceedings.mlr.press/v139/cassel21a.html	Asaf B Cassel, Tomer Koren	
121	Multi-Receiver Online Bayesian Persuasion	https://proceedings.mlr.press/v139/castiglioni21a.html	Matteo Castiglioni, Alberto Marchesi, Andrea Celli, Nicola Gatti	
122	Marginal Contribution Feature Importance - an Axiomatic Approach for Explaining Data	https://proceedings.mlr.press/v139/catav21a.html	Amnon Catav, Boyang Fu, Yazeed Zoabi, Ahuva Libi Weiss Meilik, Noam Shomron, Jason Ernst, Sriram Sankararaman, Ran Gilad-Bachrach	
123	Disentangling syntax and semantics in the brain with deep networks	https://proceedings.mlr.press/v139/caucheteux21a.html	Charlotte Caucheteux, Alexandre Gramfort, Jean-Remi King	
124	Fair Classification with Noisy Protected Attributes: A Framework with Provable Guarantees	https://proceedings.mlr.press/v139/celis21a.html	L. Elisa Celis, Lingxiao Huang, Vijay Keswani, Nisheeth K. Vishnoi	
125	Best Model Identification: A Rested Bandit Formulation	https://proceedings.mlr.press/v139/cella21a.html	Leonardo Cella, Massimiliano Pontil, Claudio Gentile	
126	Revisiting Rainbow: Promoting more insightful and inclusive deep reinforcement learning research	https://proceedings.mlr.press/v139/ceron21a.html	Johan Samir Obando Ceron, Pablo Samuel Castro	
127	Learning Routines for Effective Off-Policy Reinforcement Learning	https://proceedings.mlr.press/v139/cetin21a.html	Edoardo Cetin, Oya Celiktutan	
128	Learning Node Representations Using Stationary Flow Prediction on Large Payment and Cash Transaction Networks	https://proceedings.mlr.press/v139/ceylan21a.html	Ciwan Ceylan, Salla Franzén, Florian T. Pokorny	
129	GRAND: Graph Neural Diffusion	https://proceedings.mlr.press/v139/chamberlain21a.html	Ben Chamberlain, James Rowbottom, Maria I Gorinova, Michael Bronstein, Stefan Webb, Emanuele Rossi	
130	HoroPCA: Hyperbolic Dimensionality Reduction via Horospherical Projections	https://proceedings.mlr.press/v139/chami21a.html	Ines Chami, Albert Gu, Dat P Nguyen, Christopher Re	
131	Goal-Conditioned Reinforcement Learning with Imagined Subgoals	https://proceedings.mlr.press/v139/chane-sane21a.html	Elliot Chane-Sane, Cordelia Schmid, Ivan Laptev	
132	Locally Private k-Means in One Round	https://proceedings.mlr.press/v139/chang21a.html	Alisa Chang, Badih Ghazi, Ravi Kumar, Pasin Manurangsi	
133	Modularity in Reinforcement Learning via Algorithmic Independence in Credit Assignment	https://proceedings.mlr.press/v139/chang21b.html	Michael Chang, Sid Kaushik, Sergey Levine, Tom Griffiths	
134	Image-Level or Object-Level? A Tale of Two Resampling Strategies for Long-Tailed Detection	https://proceedings.mlr.press/v139/chang21c.html	Nadine Chang, Zhiding Yu, Yu-Xiong Wang, Animashree Anandkumar, Sanja Fidler, Jose M Alvarez	
135	DeepWalking Backwards: From Embeddings Back to Graphs	https://proceedings.mlr.press/v139/chanpuriya21a.html	Sudhanshu Chanpuriya, Cameron Musco, Konstantinos Sotiropoulos, Charalampos Tsourakakis	
136	Differentiable Spatial Planning using Transformers	https://proceedings.mlr.press/v139/chaplot21a.html	Devendra Singh Chaplot, Deepak Pathak, Jitendra Malik	
137	Solving Challenging Dexterous Manipulation Tasks With Trajectory Optimisation and Reinforcement Learning	https://proceedings.mlr.press/v139/charlesworth21a.html	Henry J Charlesworth, Giovanni Montana	
138	Classification with Rejection Based on Cost-sensitive Classification	https://proceedings.mlr.press/v139/charoenphakdee21a.html	Nontawat Charoenphakdee, Zhenghang Cui, Yivan Zhang, Masashi Sugiyama	
139	Actionable Models: Unsupervised Offline Reinforcement Learning of Robotic Skills	https://proceedings.mlr.press/v139/chebotar21a.html	Yevgen Chebotar, Karol Hausman, Yao Lu, Ted Xiao, Dmitry Kalashnikov, Jacob Varley, Alex Irpan, Benjamin Eysenbach, Ryan C Julian, Chelsea Finn, Sergey Levine	
140	Unified Robust Semi-Supervised Variational Autoencoder	https://proceedings.mlr.press/v139/chen21a.html	Xu Chen	
141	Unsupervised Learning of Visual 3D Keypoints for Control	https://proceedings.mlr.press/v139/chen21b.html	Boyuan Chen, Pieter Abbeel, Deepak Pathak	
142	Integer Programming for Causal Structure Learning in the Presence of Latent Variables	https://proceedings.mlr.press/v139/chen21c.html	Rui Chen, Sanjeeb Dash, Tian Gao	
143	Improved Corruption Robust Algorithms for Episodic Reinforcement Learning	https://proceedings.mlr.press/v139/chen21d.html	Yifang Chen, Simon Du, Kevin Jamieson	
144	Scalable Computations of Wasserstein Barycenter via Input Convex Neural Networks	https://proceedings.mlr.press/v139/chen21e.html	Yongxin Chen, Jiaojiao Fan, Amirhossein Taghvaei	
145	Neural Feature Matching in Implicit 3D Representations	https://proceedings.mlr.press/v139/chen21f.html	Yunlu Chen, Basura Fernando, Hakan Bilen, Thomas Mensink, Efstratios Gavves	
146	Decentralized Riemannian Gradient Descent on the Stiefel Manifold	https://proceedings.mlr.press/v139/chen21g.html	Shixiang Chen, Alfredo Garcia, Mingyi Hong, Shahin Shahrampour	
147	Learning Self-Modulating Attention in Continuous Time Space with Applications to Sequential Recommendation	https://proceedings.mlr.press/v139/chen21h.html	Chao Chen, Haoyu Geng, Nianzu Yang, Junchi Yan, Daiyue Xue, Jianping Yu, Xiaokang Yang	
148	Mandoline: Model Evaluation under Distribution Shift	https://proceedings.mlr.press/v139/chen21i.html	Mayee Chen, Karan Goel, Nimit S Sohoni, Fait Poms, Kayvon Fatahalian, Christopher Re	
149	Order Matters: Probabilistic Modeling of Node Sequence for Graph Generation	https://proceedings.mlr.press/v139/chen21j.html	Xiaohui Chen, Xu Han, Jiajing Hu, Francisco Ruiz, Liping Liu	
150	CARTL: Cooperative Adversarially-Robust Transfer Learning	https://proceedings.mlr.press/v139/chen21k.html	Dian Chen, Hongxin Hu, Qian Wang, Li Yinli, Cong Wang, Chao Shen, Qi Li	
151	Finding the Stochastic Shortest Path with Low Regret: the Adversarial Cost and Unknown Transition Case	https://proceedings.mlr.press/v139/chen21l.html	Liyu Chen, Haipeng Luo	
152	SpreadsheetCoder: Formula Prediction from Semi-structured Context	https://proceedings.mlr.press/v139/chen21m.html	Xinyun Chen, Petros Maniatis, Rishabh Singh, Charles Sutton, Hanjun Dai, Max Lin, Denny Zhou	
