No.	Title	Link	Authors	Keywords
11	Rao-Blackwellizing the Straight-Through Gumbel-Softmax Gradient Estimator	https://openreview.net/forum?id=Mk6PZtgAgfq	Max B Paulus, Chris J. Maddison, Andreas Krause	gumbel, softmax, gumbel-softmax, straight-through, straightthrough, rao, rao-blackwell
12	Rethinking Attention with Performers	https://openreview.net/forum?id=Ua6zuk0WRH	Krzysztof Marcin Choromanski, Valerii Likhosherstov, David Dohan, Xingyou Song, Andreea Gane, Tamas Sarlos, Peter Hawkins, Jared Quincy Davis, Afroz Mohiuddin, Lukasz Kaiser, David Benjamin Belanger, Lucy J Colwell, Adrian Weller	performer, transformer, attention, softmax, approximation, linear, bert, bidirectional, unidirectional, orthogonal, random, features, FAVOR, kernel, generalized, sparsity, reformer, linformer, protein, trembl, uniprot
13	Getting a CLUE: A Method for Explaining Uncertainty Estimates	https://openreview.net/forum?id=XSLF1XFq5h	Javier Antoran, Umang Bhatt, Tameem Adel, Adrian Weller, José Miguel Hernández-Lobato	interpretability, uncertainty, explainability
14	When Do Curricula Work?	https://openreview.net/forum?id=tW4QEInpni	Xiaoxia Wu, Ethan Dyer, Behnam Neyshabur	Curriculum Learning, Understanding Deep Learning, Empirical Investigation
15	Federated Learning Based on Dynamic Regularization	https://openreview.net/forum?id=B7v4QMR6Z9w	Durmus Alp Emre Acar, Yue Zhao, Ramon Matas, Matthew Mattina, Paul Whatmough, Venkatesh Saligrama	Federated Learning, Deep Neural Networks, Distributed Optimization
16	Geometry-aware Instance-reweighted Adversarial Training	https://openreview.net/forum?id=iAX0l6Cz8ub	Jingfeng Zhang, Jianing Zhu, Gang Niu, Bo Han, Masashi Sugiyama, Mohan Kankanhalli	Adversarial robustness
17	Co-Mixup: Saliency Guided Joint Mixup with Supermodular Diversity	https://openreview.net/forum?id=gvxJzw8kW4b	JangHyun Kim, Wonho Choo, Hosan Jeong, Hyun Oh Song	Data Augmentation, Deep Learning, Supervised Learning, Discrete Optimization
18	SenSeI: Sensitive Set Invariance for Enforcing Individual Fairness	https://openreview.net/forum?id=DktZb97_Fx	Mikhail Yurochkin, Yuekai Sun	Algorithmic fairness, invariance
19	End-to-end Adversarial Text-to-Speech	https://openreview.net/forum?id=rsf1z-JSj87	Jeff Donahue, Sander Dieleman, Mikolaj Binkowski, Erich Elsen, Karen Simonyan	text-to-speech, speech synthesis, adversarial, GAN, end-to-end, feed-forward, generative model
20	Dataset Condensation with Gradient Matching	https://openreview.net/forum?id=mSAKhLYLSsl	Bo Zhao, Konda Reddy Mopuri, Hakan Bilen	dataset condensation, data-efficient learning, image generation
21	Rethinking Architecture Selection in Differentiable NAS	https://openreview.net/forum?id=PKubaeJkw3	Ruochen Wang, Minhao Cheng, Xiangning Chen, Xiaocheng Tang, Cho-Jui Hsieh	
22	A Distributional Approach to Controlled Text Generation	https://openreview.net/forum?id=jWkw45-9AbL	Muhammad Khalifa, Hady Elsahar, Marc Dymetman	Controlled NLG, Pretrained Language Models, Bias in Language Models, Energy-Based Models, Information Geometry, Exponential Families
23	Learning Cross-Domain Correspondence for Control with Dynamics Cycle-Consistency	https://openreview.net/forum?id=QIRlze3I6hX	Qiang Zhang, Tete Xiao, Alexei A Efros, Lerrel Pinto, Xiaolong Wang	self-supervised learning, robotics
24	Human-Level Performance in No-Press Diplomacy via Equilibrium Search	https://openreview.net/forum?id=0-uUGPbIjD	Jonathan Gray, Adam Lerer, Anton Bakhtin, Noam Brown	multi-agent systems, regret minimization, no-regret learning, game theory, reinforcement learning
25	Parrot: Data-Driven Behavioral Priors for Reinforcement Learning	https://openreview.net/forum?id=Ysuv-WOFeKR	Avi Singh, Huihan Liu, Gaoyue Zhou, Albert Yu, Nicholas Rhinehart, Sergey Levine	reinforcement learning, imitation learning
26	Learning Invariant Representations for Reinforcement Learning without Reconstruction	https://openreview.net/forum?id=-2FCwDKRREu	Amy Zhang, Rowan Thomas McAllister, Roberto Calandra, Yarin Gal, Sergey Levine	rich observations, bisimulation metrics, representation learning, state abstractions
27	Do 2D GANs Know 3D Shape? Unsupervised 3D Shape Reconstruction from 2D Image GANs	https://openreview.net/forum?id=FGqiDsBUKL0	Xingang Pan, Bo Dai, Ziwei Liu, Chen Change Loy, Ping Luo	Generative Adversarial Network, 3D Reconstruction
28	VCNet and Functional Targeted Regularization For Learning Causal Effects of Continuous Treatments	https://openreview.net/forum?id=RmB-88r9dL	Lizhen Nie, Mao Ye, qiang liu, Dan Nicolae	causal inference, continuous treatment effect, doubly robustness
29	Rethinking the Role of Gradient-based Attribution Methods for Model Interpretability	https://openreview.net/forum?id=dYeAHXnpWJ4	Suraj Srinivas, Francois Fleuret	Interpretability, saliency maps, score-matching
30	Neural Synthesis of Binaural Speech From Mono Audio	https://openreview.net/forum?id=uAX8q61EVRu	Alexander Richard, Dejan Markovic, Israel D. Gebru, Steven Krenn, Gladstone Alexander Butler, Fernando Torre, Yaser Sheikh	binaural audio, sound spatialization, neural sound synthesis, binaural speech, speech processing, speech generation
31	DiffWave: A Versatile Diffusion Model for Audio Synthesis	https://openreview.net/forum?id=a-xFK8Ymz5J	Zhifeng Kong, Wei Ping, Jiaji Huang, Kexin Zhao, Bryan Catanzaro	diffusion probabilistic models, audio synthesis, speech synthesis, generative models
32	An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale	https://openreview.net/forum?id=YicbFdNTTy	Alexey Dosovitskiy, Lucas Beyer, Alexander Kolesnikov, Dirk Weissenborn, Xiaohua Zhai, Thomas Unterthiner, Mostafa Dehghani, Matthias Minderer, Georg Heigold, Sylvain Gelly, Jakob Uszkoreit, Neil Houlsby	computer vision, image recognition, self-attention, transformer, large-scale training
33	On the mapping between Hopfield networks and Restricted Boltzmann Machines	https://openreview.net/forum?id=RGJbergVIoO	Matthew Smart, Anton Zilman	Hopfield Networks, Restricted Boltzmann Machines, Statistical Physics
34	SMiRL: Surprise Minimizing Reinforcement Learning in Unstable Environments	https://openreview.net/forum?id=cPZOyoDloxl	Glen Berseth, Daniel Geng, Coline Manon Devin, Nicholas Rhinehart, Chelsea Finn, Dinesh Jayaraman, Sergey Levine	Reinforcement learning
35	Evolving Reinforcement Learning Algorithms	https://openreview.net/forum?id=0XXpJ4OtjW	John D Co-Reyes, Yingjie Miao, Daiyi Peng, Esteban Real, Quoc V Le, Sergey Levine, Honglak Lee, Aleksandra Faust	reinforcement learning, evolutionary algorithms, meta-learning, genetic programming
36	Growing Efficient Deep Networks by Structured Continuous Sparsification	https://openreview.net/forum?id=wb3wxCObbRT	Xin Yuan, Pedro Henrique Pamplona Savarese, Michael Maire	deep learning, computer vision, network pruning, neural architecture search
37	Deformable DETR: Deformable Transformers for End-to-End Object Detection	https://openreview.net/forum?id=gZ9hCDWe6ke	Xizhou Zhu, Weijie Su, Lewei Lu, Bin Li, Xiaogang Wang, Jifeng Dai	Efficient Attention Mechanism, Deformation Modeling, Multi-scale Representation, End-to-End Object Detection
38	EigenGame: PCA as a Nash Equilibrium	https://openreview.net/forum?id=NzTU59SYbNq	Ian Gemp, Brian McWilliams, Claire Vernade, Thore Graepel	pca, principal components analysis, nash, games, eigendecomposition, svd, singular value decomposition
39	Augmenting Physical Models with Deep Networks for Complex Dynamics Forecasting	https://openreview.net/forum?id=kmG8vRXTFv	Yuan Yin, Vincent LE GUEN, Jérémie DONA, Emmanuel de Bezenac, Ibrahim Ayed, Nicolas THOME, patrick gallinari	spatio-temporal forecasting, deep learning, physics, differential equations, hybrid systems
40	Complex Query Answering with Neural Link Predictors	https://openreview.net/forum?id=Mos9F9kDwkz	Erik Arakelyan, Daniel Daza, Pasquale Minervini, Michael Cochez	neural link prediction, complex query answering
41	Towards Nonlinear Disentanglement in Natural Data with Temporal Sparse Coding	https://openreview.net/forum?id=EbIDjBynYJ8	David A. Klindt, Lukas Schott, Yash Sharma, Ivan Ustyuzhaninov, Wieland Brendel, Matthias Bethge, Dylan Paiton	disentanglement, independent component analysis, natural scene statistics
42	Self-training For Few-shot Transfer Across Extreme Task Differences	https://openreview.net/forum?id=O3Y56aqpChA	Cheng Perng Phoo, Bharath Hariharan	few-shot learning, self-training, cross-domain few-shot learning
43	Score-Based Generative Modeling through Stochastic Differential Equations	https://openreview.net/forum?id=PxTIG12RRHS	Yang Song, Jascha Sohl-Dickstein, Diederik P Kingma, Abhishek Kumar, Stefano Ermon, Ben Poole	generative models, score-based generative models, stochastic differential equations, score matching, diffusion
44	Share or Not? Learning to Schedule Language-Specific Capacity for Multilingual Translation	https://openreview.net/forum?id=Wj4ODo0uyCF	Biao Zhang, Ankur Bapna, Rico Sennrich, Orhan Firat	language-specific modeling, conditional computation, multilingual translation, multilingual transformer
45	Image GANs meet Differentiable Rendering for Inverse Graphics and Interpretable 3D Neural Rendering	https://openreview.net/forum?id=yWkP7JuHX1	Yuxuan Zhang, Wenzheng Chen, Huan Ling, Jun Gao, Yinan Zhang, Antonio Torralba, Sanja Fidler	Differentiable rendering, inverse graphics, GANs
46	How Neural Networks Extrapolate: From Feedforward to Graph Neural Networks	https://openreview.net/forum?id=UH-cmocLJC	Keyulu Xu, Mozhi Zhang, Jingling Li, Simon Shaolei Du, Ken-Ichi Kawarabayashi, Stefanie Jegelka	extrapolation, deep learning, out-of-distribution, graph neural networks, deep learning theory
47	Contrastive Explanations for Reinforcement Learning via Embedded Self Predictions	https://openreview.net/forum?id=Ud3DSz72nYR	Zhengxian Lin, Kin-Ho Lam, Alan Fern	Explainable AI, Deep Reinforcement Learning
48	Improved Autoregressive Modeling with Distribution Smoothing	https://openreview.net/forum?id=rJA5Pz7lHKb	Chenlin Meng, Jiaming Song, Yang Song, Shengjia Zhao, Stefano Ermon	generative models, autoregressive models
49	MONGOOSE: A Learnable LSH Framework for Efficient Neural Network Training	https://openreview.net/forum?id=wWK7yXkULyh	Beidi Chen, Zichang Liu, Binghui Peng, Zhaozhuo Xu, Jonathan Lingjie Li, Tri Dao, Zhao Song, Anshumali Shrivastava, Christopher Re	Large-scale Deep Learning, Large-scale Machine Learning, Efficient Training, Randomized Algorithms
50	Gradient Projection Memory for Continual Learning	https://openreview.net/forum?id=3AOj0RCNC2	Gobinda Saha, Isha Garg, Kaushik Roy	Continual Learning, Representation Learning, Computer Vision, Deep learning
51	Why Are Convolutional Nets More Sample-Efficient than Fully-Connected Nets?	https://openreview.net/forum?id=uCY5MuAxcxU	Zhiyuan Li, Yi Zhang, Sanjeev Arora	sample complexity separation, equivariance, convolutional neural networks, fully-connected
52	Iterated learning for emergent systematicity in VQA	https://openreview.net/forum?id=Pd_oMxH8IlF	Ankit Vani, Max Schwarzer, Yuchen Lu, Eeshan Dhekane, Aaron Courville	iterated learning, cultural transmission, neural module network, clevr, shapes, vqa, visual question answering, systematic generalization, compositionality
53	Coupled Oscillatory Recurrent Neural Network (coRNN): An accurate and (gradient) stable architecture for learning long time dependencies	https://openreview.net/forum?id=F3s69XzWOia	T. Konstantin Rusch, Siddhartha Mishra	RNNs, Oscillators, Gradient stability, Long-term dependencies
54	Sparse Quantized Spectral Clustering	https://openreview.net/forum?id=pBqLS-7KYAF	Zhenyu Liao, Romain Couillet, Michael W. Mahoney	Eigenspectrum, high-dimensional statistic, random matrix theory, spectral clustering
55	Graph-Based Continual Learning	https://openreview.net/forum?id=HHSEKOnPvaO	Binh Tang, David S. Matteson	
56	Dynamic Tensor Rematerialization	https://openreview.net/forum?id=Vfs_2RnOD0H	Marisa Kirisame, Steven Lyubomirsky, Altan Haan, Jennifer Brennan, Mike He, Jared Roesch, Tianqi Chen, Zachary Tatlock	Rematerialization, Memory-saving, Runtime Systems, Checkpointing
57	Gradient Vaccine: Investigating and Improving Multi-task Optimization in Massively Multilingual Models	https://openreview.net/forum?id=F1vEjWK-lH_	Zirui Wang, Yulia Tsvetkov, Orhan Firat, Yuan Cao	Multi-task Learning, Multilingual Modeling
58	CPT: Efficient Deep Neural Network Training via Cyclic Precision	https://openreview.net/forum?id=87ZwsaQNHPZ	Yonggan Fu, Han Guo, Meng Li, Xin Yang, Yining Ding, Vikas Chandra, Yingyan Lin	Efficient training, low precision training
59	Learning a Latent Simplex in Input Sparsity Time	https://openreview.net/forum?id=04LZCAxMSco	Ainesh Bakshi, Chiranjib Bhattacharyya, Ravi Kannan, David Woodruff, Samson Zhou	Latent Simplex, numerical linear algebra, low-rank approximation
60	Expressive Power of Invariant and Equivariant Graph Neural Networks	https://openreview.net/forum?id=lxHgXYN4bwl	Waiss Azizian, marc lelarge	Graph Neural Network, Universality, Approximation
61	Discovering a set of policies for the worst case reward	https://openreview.net/forum?id=PUkhWz65dy5	Tom Zahavy, Andre Barreto, Daniel J Mankowitz, Shaobo Hou, Brendan O'Donoghue, Iurii Kemaev, Satinder Singh	
62	Model-Based Visual Planning with Self-Supervised Functional Distances	https://openreview.net/forum?id=UcoXdfrORC	Stephen Tian, Suraj Nair, Frederik Ebert, Sudeep Dasari, Benjamin Eysenbach, Chelsea Finn, Sergey Levine	planning, model learning, distance learning, reinforcement learning, robotics
63	Noise against noise: stochastic label noise helps combat inherent label noise	https://openreview.net/forum?id=80FMcTSZ6J0	Pengfei Chen, Guangyong Chen, Junjie Ye, jingwei zhao, Pheng-Ann Heng	Noisy Labels, Robust Learning, SGD noise, Regularization
64	Contrastive Behavioral Similarity Embeddings for Generalization in Reinforcement Learning	https://openreview.net/forum?id=qda7-sVg84	Rishabh Agarwal, Marlos C. Machado, Pablo Samuel Castro, Marc G Bellemare	Reinforcement, Generalization, Contrastive learning, Bisimulation, Representation Learning
65	VAEBM: A Symbiosis between Variational Autoencoders and Energy-based Models	https://openreview.net/forum?id=5m3SEczOV8L	Zhisheng Xiao, Karsten Kreis, Jan Kautz, Arash Vahdat	Energy-based Models, Variational Auto-encoder, MCMC
66	Geometry-Aware Gradient Algorithms for Neural Architecture Search	https://openreview.net/forum?id=MuSYkd1hxRP	Liam Li, Mikhail Khodak, Nina Balcan, Ameet Talwalkar	neural architecture search, automated machine learning, weight-sharing, optimization
67	Learning-based Support Estimation in Sublinear Time	https://openreview.net/forum?id=tilovEHA3YS	Talya Eden, Piotr Indyk, Shyam Narayanan, Ronitt Rubinfeld, Sandeep Silwal, Tal Wagner	support estimation, sublinear, learning-based, distinct elements, chebyshev polynomial
68	Deciphering and Optimizing Multi-Task Learning: a Random Matrix Approach	https://openreview.net/forum?id=Cri3xz59ga	Malik Tiomoko, Hafiz Tiomoko Ali, Romain Couillet	Transfer Learning, Multi Task Learning, Random Matrix Theory
69	Autoregressive Entity Retrieval	https://openreview.net/forum?id=5k8F6UU39V	Nicola De Cao, Gautier Izacard, Sebastian Riedel, Fabio Petroni	entity retrieval, document retrieval, autoregressive language model, entity linking, end-to-end entity linking, entity disambiguation, constrained beam search
70	Systematic generalisation with group invariant predictions	https://openreview.net/forum?id=b9PoimzZFJ	Faruk Ahmed, Yoshua Bengio, Harm van Seijen, Aaron Courville	Systematic generalisation, invariance penalty, semantic anomaly detection
71	Iterative Empirical Game Solving via Single Policy Best Response	https://openreview.net/forum?id=R4aWTjmrEKM	Max Smith, Thomas Anthony, Michael Wellman	Empirical Game Theory, Reinforcement Learning, Multiagent Learning
72	Understanding the role of importance weighting for deep learning	https://openreview.net/forum?id=_WnwtieRHxM	Da Xu, Yuting Ye, Chuanwei Ruan	Importance Weighting, Deep Learning, Implicit Bias, Gradient Descent, Learning Theory
73	Long-tail learning via logit adjustment	https://openreview.net/forum?id=37nvvqkCo5	Aditya Krishna Menon, Sadeep Jayasumana, Ankit Singh Rawat, Himanshu Jain, Andreas Veit, Sanjiv Kumar	long-tail learning, class imbalance
74	DDPNOpt: Differential Dynamic Programming Neural Optimizer	https://openreview.net/forum?id=6s7ME_X5_Un	Guan-Horng Liu, Tianrong Chen, Evangelos Theodorou	deep learning training, optimal control, trajectory optimization, differential dynamica programming
75	Learning with Feature-Dependent Label Noise: A Progressive Approach	https://openreview.net/forum?id=ZPa2SyGcbwh	Yikai Zhang, Songzhu Zheng, Pengxiang Wu, Mayank Goswami, Chao Chen	Noisy Label, Deep Learning, Classification
76	Information Laundering for Model Privacy	https://openreview.net/forum?id=dyaIRud1zXg	Xinran Wang, Yu Xiang, Jun Gao, Jie Ding	Adversarial Attack, Machine Learning, Model privacy, Privacy-utility tradeoff, Security
77	Mutual Information State Intrinsic Control	https://openreview.net/forum?id=OthEq8I5v1	Rui Zhao, Yang Gao, Pieter Abbeel, Volker Tresp, Wei Xu	Intrinsically Motivated Reinforcement Learning, Intrinsic Reward, Intrinsic Motivation, Deep Reinforcement Learning, Reinforcement Learning
78	Benefit of deep learning with non-convex noisy gradient descent: Provable excess risk bound and superiority to kernel methods	https://openreview.net/forum?id=2m0g1wEafh	Taiji Suzuki, Shunta Akiyama	Excess risk, minimax optimal rate, local Rademacher complexity, fast learning rate, kernel method, linear estimator
79	How Does Mixup Help With Robustness and Generalization?	https://openreview.net/forum?id=8yKEo06dKNo	Linjun Zhang, Zhun Deng, Kenji Kawaguchi, Amirata Ghorbani, James Zou	Mixup, adversarial robustness, generalization
80	Dataset Inference: Ownership Resolution in Machine Learning	https://openreview.net/forum?id=hvdKKV2yt7T	Pratyush Maini, Mohammad Yaghini, Nicolas Papernot	model ownership, model extraction, MLaaS
81	Individually Fair Gradient Boosting	https://openreview.net/forum?id=JBAa9we1AL	Alexander Vargo, Fan Zhang, Mikhail Yurochkin, Yuekai Sun	Algorithmic fairness, boosting, non-smooth models
82	Large Scale Image Completion via Co-Modulated Generative Adversarial Networks	https://openreview.net/forum?id=sSjqmfsk95O	Shengyu Zhao, Jonathan Cui, Yilun Sheng, Yue Dong, Xiao Liang, Eric I-Chao Chang, Yan Xu	image completion, generative adversarial networks, co-modulation
83	Self-Supervised Policy Adaptation during Deployment	https://openreview.net/forum?id=o_V-MjyyGV_	Nicklas Hansen, Rishabh Jangir, Yu Sun, Guillem Alenyà, Pieter Abbeel, Alexei A Efros, Lerrel Pinto, Xiaolong Wang	reinforcement learning, robotics, self-supervised learning, generalization, sim2real
84	Sharpness-aware Minimization for Efficiently Improving Generalization	https://openreview.net/forum?id=6Tm1mposlrM	Pierre Foret, Ariel Kleiner, Hossein Mobahi, Behnam Neyshabur	Sharpness Minimization, Generalization, Regularization, Training Method, Deep Learning
85	PMI-Masking: Principled masking of correlated spans	https://openreview.net/forum?id=3Aoft6NWFej	Yoav Levine, Barak Lenz, Opher Lieber, Omri Abend, Kevin Leyton-Brown, Moshe Tennenholtz, Yoav Shoham	Language modeling, BERT, pointwise mutual information
86	Very Deep VAEs Generalize Autoregressive Models and Can Outperform Them on Images	https://openreview.net/forum?id=RLRXCV6DbEJ	Rewon Child	VAE, generative modeling, deep learning, likelihood-based models
87	Data-Efficient Reinforcement Learning with Self-Predictive Representations	https://openreview.net/forum?id=uCQfPZwRaUu	Max Schwarzer, Ankesh Anand, Rishab Goel, R Devon Hjelm, Aaron Courville, Philip Bachman	Reinforcement Learning, Self-Supervised Learning, Representation Learning, Sample Efficiency
88	Watch-And-Help: A Challenge for Social Perception and Human-AI Collaboration	https://openreview.net/forum?id=w_7JMpGZRh0	Xavier Puig, Tianmin Shu, Shuang Li, Zilin Wang, Yuan-Hong Liao, Joshua B. Tenenbaum, Sanja Fidler, Antonio Torralba	social perception, human-AI collaboration, theory of mind, multi-agent platform, virtual environment
89	A Good Image Generator Is What You Need for High-Resolution Video Synthesis	https://openreview.net/forum?id=6puCSjH3hwA	Yu Tian, Jian Ren, Menglei Chai, Kyle Olszewski, Xi Peng, Dimitris N. Metaxas, Sergey Tulyakov	high-resolution video generation, contrastive learning, cross-domain video generation
90	UPDeT: Universal Multi-agent RL via Policy Decoupling with Transformers	https://openreview.net/forum?id=v9c7hr9ADKx	Siyi Hu, Fengda Zhu, Xiaojun Chang, Xiaodan Liang	Multi-agent Reinforcement Learning, Transfer Learning
91	BUSTLE: Bottom-Up Program Synthesis Through Learning-Guided Exploration	https://openreview.net/forum?id=yHeg4PbFHh	Augustus Odena, Kensen Shi, David Bieber, Rishabh Singh, Charles Sutton, Hanjun Dai	Program Synthesis
92	Improving Adversarial Robustness via Channel-wise Activation Suppressing	https://openreview.net/forum?id=zQTezqCCtNx	Yang Bai, Yuyuan Zeng, Yong Jiang, Shu-Tao Xia, Xingjun Ma, Yisen Wang	Adversarial robustness, channel suppressing, activation strategy.
93	What are the Statistical Limits of Offline RL with Linear Function Approximation?	https://openreview.net/forum?id=30EvkP2aQLD	Ruosong Wang, Dean Foster, Sham M. Kakade	batch reinforcement learning, function approximation, lower bound, representation
94	Unlearnable Examples: Making Personal Data Unexploitable	https://openreview.net/forum?id=iAmZUo0DxC0	Hanxun Huang, Xingjun Ma, Sarah Monazam Erfani, James Bailey, Yisen Wang	Unlearnable Examples, Data Protection, Adversarial Machine Learning
95	Learning Mesh-Based Simulation with Graph Networks	https://openreview.net/forum?id=roNqYL0_XP	Tobias Pfaff, Meire Fortunato, Alvaro Sanchez-Gonzalez, Peter Battaglia	graph networks, simulation, mesh, physics
96	Locally Free Weight Sharing for Network Width Search	https://openreview.net/forum?id=S0UdquAnr9k	Xiu Su, Shan You, Tao Huang, Fei Wang, Chen Qian, Changshui Zhang, Chang Xu	
97	Graph Convolution with Low-rank Learnable Local Filters	https://openreview.net/forum?id=9OHFhefeB86	Xiuyuan Cheng, Zichen Miao, Qiang Qiu	
98	Regularized Inverse Reinforcement Learning	https://openreview.net/forum?id=HgLO8yalfwc	Wonseok Jeon, Chen-Yang Su, Paul Barde, Thang Doan, Derek Nowrouzezahrai, Joelle Pineau	inverse reinforcement learning, reward learning, regularized markov decision processes, reinforcement learning
99	Interpreting Graph Neural Networks for NLP With Differentiable Edge Masking	https://openreview.net/forum?id=WznmQa42ZAx	Michael Sejr Schlichtkrull, Nicola De Cao, Ivan Titov	Graph neural networks, interpretability, sparse stochastic gates, semantic role labeling, question answering
100	Deep Neural Network Fingerprinting by Conferrable Adversarial Examples	https://openreview.net/forum?id=VqzVhqxkjH1	Nils Lukas, Yuxuan Zhang, Florian Kerschbaum	Fingerprinting, Adversarial Examples, Transferability, Conferrability
101	Tent: Fully Test-Time Adaptation by Entropy Minimization	https://openreview.net/forum?id=uXl3bZLkr3c	Dequan Wang, Evan Shelhamer, Shaoteng Liu, Bruno Olshausen, Trevor Darrell	deep learning, unsupervised learning, domain adaptation, self-supervision, robustness
102	GAN "Steerability" without optimization	https://openreview.net/forum?id=zDy_nQCXiIj	Nurit Spingarn, Ron Banner, Tomer Michaeli	Generative Adversarial Network, semantic directions in latent space, nonlinear walk
103	Contrastive Divergence Learning is a Time Reversal Adversarial Game	https://openreview.net/forum?id=MLSvqIHRidA	Omer Yair, Tomer Michaeli	Unsupervised learning, energy based model, adversarial learning, contrastive divergence, noise contrastive estimation
104	Topology-Aware Segmentation Using Discrete Morse Theory	https://openreview.net/forum?id=LGgdb4TS4Z	Xiaoling Hu, Yusu Wang, Li Fuxin, Dimitris Samaras, Chao Chen	Topology, Morse theory, Image segmentation
105	Are Neural Rankers still Outperformed by Gradient Boosted Decision Trees?	https://openreview.net/forum?id=Ut1vF_q_vC	Zhen Qin, Le Yan, Honglei Zhuang, Yi Tay, Rama Kumar Pasumarthi, Xuanhui Wang, Michael Bendersky, Marc Najork	Learning to Rank, benchmark, neural network, gradient boosted decision trees
106	Predicting Infectiousness for Proactive Contact Tracing	https://openreview.net/forum?id=lVgB2FUbzuQ	Yoshua Bengio, Prateek Gupta, Tegan Maharaj, Nasim Rahaman, Martin Weiss, Tristan Deleu, Eilif Benjamin Muller, Meng Qu, victor schmidt, Pierre-luc St-charles, hannah alsdurf, Olexa Bilaniuk, david buckeridge, gaetan caron, pierre luc carrier, Joumana Ghosn, satya ortiz gagne, Christopher Pal, Irina Rish, Bernhard Schölkopf, abhinav sharma, Jian Tang, andrew williams	covid-19, contact tracing, distributed inference, set transformer, deepset, epidemiology, applications, domain randomization, retraining, simulation
107	Regularization Matters in Policy Optimization - An Empirical Study on Continuous Control	https://openreview.net/forum?id=yr1mzrH3IC	Zhuang Liu, Xuanlin Li, Bingyi Kang, Trevor Darrell	Policy Optimization, Regularization, Continuous Control, Deep Reinforcement Learning
108	Minimum Width for Universal Approximation	https://openreview.net/forum?id=O-XJwyoIF-k	Sejun Park, Chulhee Yun, Jaeho Lee, Jinwoo Shin	universal approximation, neural networks
109	Towards Robustness Against Natural Language Word Substitutions	https://openreview.net/forum?id=ks5nebunVn_	Xinshuai Dong, Anh Tuan Luu, Rongrong Ji, Hong Liu	Natural Language Processing, Adversarial Defense
110	On the Theory of Implicit Deep Learning: Global Convergence with Implicit Layers	https://openreview.net/forum?id=p-NZIuwqhI4	Kenji Kawaguchi	Implicit Deep Learning, Deep Equilibrium Models, Gradient Descent, Learning Theory, Non-Convex Optimization
